,logId,just_date,Id,time
481,11342110707,2016-04-08,4445114986,0 days 02:10:00
482,11342155222,2016-04-08,3977333714,0 days 07:59:00
483,11342834137,2016-04-04,5577150313,0 days 06:01:00
484,11342834138,2016-04-05,5577150313,0 days 02:10:00
485,11342834139,2016-04-05,5577150313,0 days 06:20:00
486,11342834140,2016-04-06,5577150313,0 days 07:30:00
487,11342834141,2016-04-07,5577150313,0 days 07:48:00
488,11344035124,2016-04-06,4702921684,0 days 07:46:00
489,11344035125,2016-04-07,4702921684,0 days 07:48:00
490,11344563687,2016-04-05,4319703577,0 days 04:25:00
491,11344563688,2016-04-06,4319703577,0 days 04:18:00
492,11344563689,2016-04-06,4319703577,0 days 08:18:00
493,11346096957,2016-04-08,2026352035,0 days 09:20:00
494,11346364066,2016-04-09,6962181067,0 days 06:11:00
495,11346568089,2016-04-08,8378563200,0 days 04:41:00
496,11346641639,2016-04-09,8792009665,0 days 04:40:00
497,11347105614,2016-04-09,6962181067,0 days 01:22:00
498,11347369045,2016-04-09,3977333714,0 days 06:57:00
499,11348333718,2016-04-09,4445114986,0 days 03:23:00
500,11348333719,2016-04-09,4445114986,0 days 01:09:00
501,11348663949,2016-04-09,1503960366,0 days 06:46:00
502,11349570850,2016-04-09,7086361926,0 days 08:06:00
503,11349628943,2016-04-09,8792009665,0 days 04:36:00
504,11351009044,2016-04-08,5577150313,0 days 04:10:00
505,11351009045,2016-04-09,5577150313,0 days 04:26:00
506,11351190304,2016-04-09,4445114986,0 days 02:48:00
507,11351999722,2016-04-09,8378563200,0 days 02:57:00
508,11352144719,2016-04-09,4702921684,0 days 07:12:00
509,11352379598,2016-04-09,6117666160,0 days 03:44:00
510,11352379599,2016-04-09,6117666160,0 days 02:57:00
511,11352379600,2016-04-09,6117666160,0 days 01:03:00
512,11353175214,2016-04-09,1927972279,0 days 02:50:00
513,11353875518,2016-04-09,2026352035,0 days 09:21:00
514,11354781858,2016-04-10,6962181067,0 days 07:01:00
515,11355159359,2016-04-09,2347167796,0 days 09:22:00
516,11355174555,2016-04-09,1844505072,0 days 16:00:00
517,11355560999,2016-04-09,8378563200,0 days 01:38:00
518,11355561000,2016-04-10,8378563200,0 days 08:10:00
519,11355585833,2016-04-10,1927972279,0 days 05:08:00
520,11356223730,2016-04-10,4445114986,0 days 04:52:00
521,11356237092,2016-04-10,3977333714,0 days 07:31:00
522,11357120621,2016-04-10,4445114986,0 days 01:15:00
523,11357127828,2016-04-09,4702921684,0 days 08:54:00
524,11357127829,2016-04-10,4702921684,0 days 02:01:00
525,11357327130,2016-04-09,5553957443,0 days 09:07:00
526,11357327131,2016-04-09,5553957443,0 days 02:17:00
527,11357327132,2016-04-10,5553957443,0 days 10:21:00
528,11357751881,2016-04-09,8792009665,0 days 01:19:00
529,11360475318,2016-04-10,1503960366,0 days 07:57:00
530,11362091027,2016-04-10,8378563200,0 days 05:54:00
531,11363107879,2016-04-10,2347167796,0 days 08:35:00
532,11363188395,2016-04-10,6962181067,0 days 06:52:00
533,11363540626,2016-04-10,2026352035,0 days 09:13:00
534,11363661680,2016-04-10,1927972279,0 days 07:43:00
535,11363953957,2016-04-10,5553957443,0 days 07:25:00
536,11365196761,2016-04-11,4445114986,0 days 04:33:00
537,11365239635,2016-04-10,4702921684,0 days 02:37:00
538,11365239636,2016-04-11,4702921684,0 days 03:48:00
539,11365660576,2016-04-10,4020332650,0 days 04:45:00
540,11365742591,2016-04-10,7086361926,0 days 07:20:00
541,11366922635,2016-04-09,5577150313,0 days 01:53:00
542,11366922636,2016-04-09,5577150313,0 days 06:06:00
543,11366922637,2016-04-10,5577150313,0 days 07:05:00
544,11367067858,2016-04-11,4445114986,0 days 02:33:00
545,11367141823,2016-04-11,4020332650,0 days 03:45:00
546,11370551137,2016-04-11,3977333714,0 days 06:54:00
547,11370708329,2016-04-11,1503960366,0 days 05:28:00
548,11372227280,2016-04-11,5553957443,0 days 07:43:00
549,11372414035,2016-04-11,1927972279,0 days 08:12:00
550,11372566564,2016-04-11,2026352035,0 days 09:05:00
551,11372617693,2016-04-12,6962181067,0 days 06:26:00
552,11373088895,2016-04-11,8378563200,0 days 05:55:00
553,11374744422,2016-04-12,4445114986,0 days 05:31:00
554,11374768075,2016-04-12,1927972279,0 days 02:08:00
555,11374876178,2016-04-11,7086361926,0 days 08:44:00
